Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées
19033,Cambrai - Benjamin Constant,OUI,43,33,10,7,3,OUI,OUI,2020-05-29T10:37:53Z,"48.8959473685,2.38113380225",Paris,NA
7011,Las Cases - Bourgogne,OUI,22,5,17,10,7,OUI,OUI,2020-05-29T10:43:08Z,"48.8590911047,2.3185685277",Paris,NA
17010,Jonquière - Docteur Paul Brousse,OUI,40,36,4,4,0,OUI,OUI,2020-05-29T10:43:26Z,"48.8947998167,2.31870521217",Paris,NA
19043,Delphine Seyrig - Général Leclerc,OUI,53,28,24,9,15,OUI,OUI,2020-05-29T10:39:03Z,"48.8939239631,2.39790290594",Pantin,NA
26002,Redoute - Les Courtilles,OUI,32,15,17,13,4,OUI,OUI,2020-05-29T10:40:43Z,"48.9298671945,2.28366963565",Asnières-sur-Seine,NA
6006,Notre-Dame-des-Champs - Stanislas,OUI,19,6,13,13,0,OUI,OUI,2020-05-29T10:43:19Z,"48.8447992886,2.32933775589",Paris,NA
11113,Richard Lenoir - Republique,OUI,58,51,7,2,5,OUI,OUI,2020-05-29T10:43:34Z,"48.8667175,2.3692541",Paris,NA
43008,Fontenay - Libération,OUI,25,24,1,1,0,OUI,OUI,2020-05-29T10:34:12Z,"48.8478030636,2.44514197111",Vincennes,NA
18011,Pajol - Place Herbert,OUI,39,36,3,2,1,OUI,OUI,2020-05-29T10:41:19Z,"48.8927825,2.3635598",Paris,NA
18031,Place Albert Kahn,OUI,46,44,3,3,0,OUI,OUI,2020-05-29T10:43:16Z,"48.8957969798,2.34558558413",Paris,NA
21005,Hôtel de Ville de Boulogne Billancourt,OUI,26,10,16,13,3,OUI,OUI,2020-05-29T10:43:10Z,"48.8349588517,2.24168032408",Boulogne-Billancourt,NA
11024,Mairie du 11ème,OUI,51,48,3,2,1,OUI,OUI,2020-05-29T10:43:28Z,"48.858925,2.3789759",Paris,NA
15034,Lakanal - Commerce,OUI,53,38,15,11,4,OUI,OUI,2020-05-29T10:43:07Z,"48.8444246279,2.29405917227",Paris,NA
11035,Parmentier - Abel rabaud,OUI,53,44,8,0,8,OUI,OUI,2020-05-29T10:37:57Z,"48.8692127384,2.37168882124",Paris,NA
9005,Square d'Anvers,OUI,33,32,1,1,0,OUI,OUI,2020-05-29T10:42:55Z,"48.8826334843,2.34488440621",Paris,NA
7102,Mairie du 7ème,OUI,27,5,21,18,3,OUI,OUI,2020-05-29T10:43:27Z,"48.8577967,2.3192664",Paris,NA
7005,Raspail - Bac,OUI,52,2,46,27,19,OUI,OUI,2020-05-29T10:43:25Z,"48.8556287211,2.32566028833",Paris,NA
42504,Gare RER de Gentilly,OUI,30,24,6,2,4,OUI,OUI,2020-05-29T10:40:58Z,"48.8142804504,2.34103471041",Gentilly,NA
19008,Flandre - Alphonse Karr,OUI,26,25,1,0,1,OUI,OUI,2020-05-29T10:43:31Z,"48.89465,2.381868",Paris,NA
12115,Porte de Vincennes,OUI,33,33,0,0,0,OUI,OUI,2020-05-29T10:42:32Z,"48.846454,2.415514",Paris,NA
35019,Anatole France - Jean Lolive,OUI,28,16,10,4,6,OUI,OUI,2020-05-29T10:39:20Z,"48.8949922,2.4253764",Pantin,NA
8012,Batignolles - Place de Clichy,OUI,47,42,4,3,1,OUI,OUI,2020-05-29T10:21:34Z,"48.8834745358,2.32649311423",Paris,NA
32012,Carrefour Pleyel,OUI,36,16,20,12,8,OUI,OUI,2020-05-29T10:43:12Z,"48.9203415696,2.34385438263",Saint-Denis,NA
17007,Navier - Epinettes,OUI,36,32,4,1,3,OUI,OUI,2020-05-29T10:41:41Z,"48.8958778077,2.32267767191",Paris,NA
1002,Victoria - Place du Chatelet,OUI,22,2,19,16,3,OUI,OUI,2020-05-29T10:43:12Z,"48.8579925915,2.34691679478",Paris,NA
21003,Jean Jaurès - Jean Baptiste Clément,OUI,24,5,19,13,6,OUI,OUI,2020-05-29T10:42:23Z,"48.8457626145,2.23696500063",Boulogne-Billancourt,NA
20021,Indre - Prairies,OUI,38,35,2,1,1,OUI,OUI,2020-05-29T10:43:32Z,"48.8625439851,2.40329045802",Paris,NA
9031,Provence - Chaussée d'Antin,OUI,25,2,22,9,13,OUI,OUI,2020-05-29T10:43:09Z,"48.8742844754,2.33297651156",Paris,NA
33019,Madeleine Vionnet,NON,0,0,0,0,0,NON,NON,2019-10-10T09:14:22Z,"48.9028247996,2.37416128352",Aubervilliers,NA
45001,Hôtel de Ville de Champigny sur Marne,OUI,21,8,13,6,7,OUI,OUI,2020-05-29T10:37:54Z,"48.8138106284,2.50967592001",Champigny-sur-Marne,NA
20017,Saint-Blaise - Mouraud,OUI,27,25,2,0,2,OUI,OUI,2020-05-29T10:43:24Z,"48.856961776,2.40869477391",Paris,NA
15020,Mairie du 15ème,OUI,32,15,17,16,1,OUI,OUI,2020-05-29T10:42:31Z,"48.8417762,2.2986539",Paris,NA
13114,Nationale - Marcel Duchamp,OUI,23,16,7,2,5,OUI,OUI,2020-05-29T10:43:21Z,"48.8246374934,2.36780148",Paris,NA
4109,Mornay - Sully,OUI,15,10,5,3,2,OUI,OUI,2020-05-29T10:42:51Z,"48.8497039955,2.36446078867",Paris,NA
8029,Place du Canada,OUI,40,3,36,23,13,OUI,OUI,2020-05-29T10:40:38Z,"48.8653462694,2.31019378796",Paris,NA
15009,Suffren - Pérignon,OUI,46,30,15,11,4,OUI,OUI,2020-05-29T10:43:28Z,"48.8471756149,2.3070521476",Paris,NA
7024,Rapp - Place du Général Gouraud,OUI,31,15,15,13,2,OUI,OUI,2020-05-29T10:43:30Z,"48.8581028851,2.30040729046",Paris,NA
13020,Paul Klee - Place Augusta Holmes,OUI,43,12,31,26,5,OUI,OUI,2020-05-29T10:42:21Z,"48.8389464174,2.3704235664",Paris,NA
10004,Metz - Faubourg Saint-Denis,OUI,48,22,26,21,5,OUI,OUI,2020-05-29T10:42:29Z,"48.870893,2.353521",Paris,NA
15052,Convention - Vaugirard,OUI,48,26,22,15,7,OUI,OUI,2020-05-29T10:40:07Z,"48.8376768223,2.29558692602",Paris,NA
21030,Fessart - Château,OUI,20,4,15,12,3,OUI,OUI,2020-05-29T10:43:25Z,"48.84245,2.23989",Boulogne-Billancourt,NA
19034,Porte de Pantin - Petits Ponts,OUI,52,48,0,0,0,NON,NON,2019-06-06T07:56:04Z,"48.8904108624,2.39819392562",Paris,NA
20122,Vitruve - Davout,OUI,23,20,2,1,1,OUI,OUI,2020-05-29T10:34:59Z,"48.8605316115,2.40915928126",Paris,NA
16020,Place de la Porte de Passy,OUI,36,33,3,2,1,OUI,OUI,2020-05-29T10:40:06Z,"48.8573410955,2.26441655388",Paris,NA
8020,Batignolles - Beudant,OUI,44,41,2,0,2,OUI,OUI,2020-05-29T10:42:56Z,"48.8821640147,2.31985297054",Paris,NA
18038,Rond-Point de la Chapelle,OUI,50,33,17,11,6,OUI,OUI,2020-05-29T10:42:14Z,"48.8951266093,2.35997110605",Paris,NA
44016,Balzac - Olympes de Gouges,OUI,28,15,13,9,4,OUI,OUI,2020-05-29T10:42:20Z,"48.7785033249,2.400678657",Vitry-sur-Seine,NA
7109,Place Joffre - Frédéric le Play,OUI,38,25,13,12,1,OUI,OUI,2020-05-29T10:41:25Z,"48.8537544869,2.30442423373",Paris,NA
51001,Gare d'Argenteuil,OUI,40,18,22,6,16,OUI,OUI,2020-05-29T10:42:30Z,"48.9470224368,2.2568981722",Argenteuil,NA
41203,Stalingrad - Rigollots,OUI,20,11,9,6,3,OUI,OUI,2020-05-29T10:41:44Z,"48.8499740384,2.45557576418",Fontenay-sous-Bois,NA
33014,Parc Eli Lotar,OUI,20,4,19,6,13,OUI,OUI,2020-05-29T10:42:14Z,"48.9184499305,2.37270858139",Aubervilliers,NA
41401,Marne - Charles de Gaulle,OUI,27,16,10,7,3,OUI,OUI,2020-05-29T10:43:29Z,"48.8150717195,2.41216689348",Alfortville,NA
33012,Landy - Heurtault,OUI,30,22,9,4,5,OUI,OUI,2020-05-29T10:42:34Z,"48.9150965345,2.37595137209",Aubervilliers,NA
11033,Bréguet - Sabin,OUI,33,13,20,14,6,OUI,OUI,2020-05-29T10:43:31Z,"48.8569316783,2.37067494621",Paris,NA
16042,Murat - Porte de Saint-Cloud,OUI,38,21,17,13,4,OUI,OUI,2020-05-29T10:43:31Z,"48.8375086262,2.25776519626",Paris,NA
19010,Emile Reynaud - Porte de la Villette,OUI,22,19,4,1,3,OUI,OUI,2020-05-29T10:40:28Z,"48.9009895363,2.38870225847",Paris,NA
48005,Eugène Varlin - Place de la Paix,OUI,23,17,6,0,6,OUI,OUI,2020-05-29T10:41:59Z,"48.792862,2.363093",Villejuif,NA
2004,Square Pierre Lazareff,OUI,17,3,13,10,3,OUI,OUI,2020-05-29T10:42:02Z,"48.8671417207,2.34839335084",Paris,NA
21505,Édouard Vaillant - Place Jean Jaurès,OUI,24,21,3,1,2,OUI,OUI,2020-05-29T10:35:43Z,"48.86265538,2.20890373191",Suresnes,NA
18112,Arthur Ranc - Hôpital Bichat,OUI,26,23,3,3,0,OUI,OUI,2020-05-29T10:36:38Z,"48.8978712501,2.33352184296",Paris,NA
17021,Jouffroy d'Abbans - Villiers,OUI,34,32,2,0,2,OUI,OUI,2020-05-29T10:40:45Z,"48.884215547,2.30565335602",Paris,NA
27006,Victor Hugo - Gare,OUI,22,15,7,5,2,OUI,OUI,2020-05-29T10:42:46Z,"48.9231339527,2.26009704173",Colombes,NA
13024,Bobillot - Tolbiac,OUI,33,22,10,4,6,OUI,OUI,2020-05-29T10:42:15Z,"48.8255961335,2.3502041772",Paris,NA
12008,Hector Malot - Daumesnil,OUI,54,5,48,45,3,OUI,OUI,2020-05-29T10:43:12Z,"48.8469355299,2.37708762288",Paris,NA
19102,Rampal - Belleville,OUI,17,15,2,0,2,OUI,OUI,2020-05-29T10:41:34Z,"48.8730216016,2.37991098315",Paris,NA
11029,Ménilmontant - Oberkampf,OUI,40,32,7,3,4,OUI,OUI,2020-05-29T10:43:02Z,"48.8666176587,2.38301344042",Paris,NA
25002,Hôtel de Ville de Rueil-Malmaison,OUI,20,12,8,3,5,OUI,OUI,2020-05-29T10:42:07Z,"48.878194,2.181724",Rueil-Malmaison,NA
21107,Bertrand Sincholle - Henri Barbusse,OUI,24,18,6,2,4,OUI,OUI,2020-05-29T10:39:09Z,"48.8992598239,2.3042294383",Clichy,NA
14014,Jourdan - Stade Charléty,OUI,60,49,9,6,3,OUI,OUI,2020-05-29T10:37:20Z,"48.8194283334,2.34333537519",Paris,NA
15068,Général Martial Valin - Pont du Garigliano,OUI,16,7,9,8,1,OUI,OUI,2020-05-29T10:43:33Z,"48.8382309427,2.27050602436",Paris,NA
9001,Bellefond - Poissonnière,OUI,17,9,6,4,2,OUI,OUI,2020-05-29T10:43:15Z,"48.8775989705,2.34846375883",Paris,NA
9106,Boudreau - Auber,OUI,14,8,5,4,1,OUI,OUI,2020-05-29T10:42:10Z,"48.87219,2.329423",Paris,NA
15054,Lecourbe - Jean Maridor,OUI,19,15,4,3,1,OUI,OUI,2020-05-29T10:39:58Z,"48.8379636615,2.28773921728",Paris,NA
31008,François Debergue - Croix de Chavaux,OUI,57,53,4,2,2,OUI,OUI,2020-05-29T10:43:32Z,"48.8574217081,2.43757814169",Montreuil,NA
31708,Noisy le Sec - Jean-Baptiste Clément,OUI,22,20,2,0,2,OUI,OUI,2020-05-29T10:34:12Z,"48.8745153896,2.41528362036",Bagnolet,NA
22402,Jean Jaurès - Salvador Allende,OUI,43,30,13,7,6,OUI,OUI,2020-05-29T10:39:26Z,"48.8214755947,2.30265766382",Malakoff,NA
17031,Place de la Porte de Champerret,OUI,28,18,10,3,7,OUI,OUI,2020-05-29T10:41:41Z,"48.8856174163,2.29078141128",Paris,NA
32604,Square du Théâtre du Garde-Chasse,OUI,50,44,6,0,6,OUI,OUI,2020-05-29T10:40:55Z,"48.8812873751,2.42011964321",Les Lilas,NA
15021,Joseph Liouville - Croix Nivert,OUI,64,48,15,14,1,OUI,OUI,2020-05-29T10:40:35Z,"48.8448354712,2.29750849307",Paris,NA
6013,Jacques Callot - Mazarine,OUI,28,6,22,14,8,OUI,OUI,2020-05-29T10:41:33Z,"48.8552801753,2.3375743255",Paris,NA
32602,Mairie des Lilas,OUI,47,45,2,1,1,OUI,OUI,2020-05-29T10:41:56Z,"48.8792834,2.4160182",Les Lilas,NA
14117,Gare Montparnasse - René Mouchotte,OUI,39,33,6,0,6,OUI,OUI,2020-05-29T10:43:08Z,"48.8392038433,2.32088394463",Paris,NA
33009,Félix Faure - Sadi Carnot,OUI,33,26,7,4,3,OUI,OUI,2020-05-29T10:43:23Z,"48.9081211023,2.37862318754",Aubervilliers,NA
15122,Place Charles Vallin,OUI,26,16,10,7,3,OUI,OUI,2020-05-29T10:43:26Z,"48.835523812,2.30259865522",Paris,NA
19019,Petit - Manin,OUI,22,19,2,1,1,OUI,OUI,2020-05-29T10:36:24Z,"48.8865068753,2.39381554013",Paris,NA
27002,Parc Pierre Lagravère,OUI,30,21,9,4,5,OUI,OUI,2020-05-29T10:35:45Z,"48.9265048813,2.23906967849",Colombes,NA
16129,Ceinture du Lac Inferieure - Saint-Cloud,OUI,42,31,11,7,4,OUI,OUI,2020-05-29T10:42:24Z,"48.8621807093,2.26178716868",Paris,NA
5116,Place Valhubert,OUI,37,6,28,24,4,OUI,OUI,2020-05-29T10:41:36Z,"48.8441825773,2.36403666437",Paris,NA
21308,Bara - Henri Farman,OUI,36,11,25,20,5,OUI,OUI,2020-05-29T10:42:46Z,"48.8332180275,2.26775676012",Issy-les-Moulineaux,NA
16032,Eglise d'Auteuil,OUI,21,3,16,12,4,OUI,OUI,2020-05-29T10:42:47Z,"48.8474984177,2.26848387135",Paris,NA
15032,Félix Faure - Lourmel,OUI,58,24,34,29,5,OUI,OUI,2020-05-29T10:42:45Z,"48.8386890171,2.2818081826",Paris,NA
32017,Basilique,NON,0,0,0,0,0,NON,NON,2019-10-10T09:12:37Z,"48.9362689106,2.35886668202",Saint-Denis,NA
18109,Pajol - Riquet,OUI,47,43,4,1,3,OUI,OUI,2020-05-29T10:37:36Z,"48.8896002813,2.36285347492",Paris,NA
21001,Transvaal - Charles de Gaulle,OUI,27,3,24,14,10,OUI,OUI,2020-05-29T10:43:06Z,"48.8482804036,2.23734201209",Boulogne-Billancourt,NA
18033,Belliard - Damrémont,OUI,34,29,4,3,1,OUI,OUI,2020-05-29T10:38:20Z,"48.8966923878,2.33802345039",Paris,NA
1117,Pont Neuf - Rivoli,OUI,27,1,23,20,3,OUI,OUI,2020-05-29T10:42:40Z,"48.8600898926,2.34405755997",Paris,NA
13122,Parc de Choisy,OUI,25,7,18,7,11,OUI,OUI,2020-05-29T10:41:07Z,"48.8281562516,2.3585135329",Paris,NA
7008,Villersexel - Saint-Germain,OUI,16,3,12,10,2,OUI,OUI,2020-05-29T10:37:25Z,"48.8582970012,2.32379347086",Paris,NA
21311,Parvis Corentin Celton,OUI,55,26,28,25,3,OUI,OUI,2020-05-29T10:41:44Z,"48.8274725252,2.278431952",Issy-les-Moulineaux,NA
8056,Beaujon - Wagram,OUI,29,25,4,1,3,OUI,OUI,2020-05-29T10:40:53Z,"48.875352456,2.29644164443",Paris,NA
14006,Saint-Jacques - Tombe Issoire,OUI,23,5,18,7,11,OUI,OUI,2020-05-29T10:42:32Z,"48.8332063305,2.33691081405",Paris,NA
2110,Jeûneurs - Mulhouse,OUI,28,20,8,2,6,OUI,OUI,2020-05-29T10:34:14Z,"48.868997,2.346925",Paris,NA
17104,Jardin Marguerite Long,OUI,22,17,4,3,1,OUI,OUI,2020-05-29T10:39:39Z,"48.8816985774,2.28365756571",Paris,NA
11012,Montreuil - Voltaire,OUI,34,29,5,3,2,OUI,OUI,2020-05-29T10:38:31Z,"48.8505070118,2.39307555827",Paris,NA
20117,Saint-Fargeau - Mortier,OUI,33,28,5,0,5,OUI,OUI,2020-05-29T10:42:45Z,"48.8726665612,2.40791290998",Paris,NA
12006,Gare de Lyon - Van Gogh,OUI,51,2,47,33,14,OUI,OUI,2020-05-29T10:41:41Z,"48.8438397856,2.37044502404",Paris,NA
4111,Hôtel de Ville - Pont d'Arcole,OUI,20,0,0,0,0,NON,NON,2020-01-21T02:48:03Z,"48.8558764518,2.35089216381",Paris,NA
15123,Commerce - Letellier,OUI,44,22,20,16,4,OUI,OUI,2020-05-29T10:43:26Z,"48.8479766037,2.29662451966",Paris,NA
21213,Vanne - Général de Gaulle,OUI,25,8,16,9,7,OUI,OUI,2020-05-29T10:39:11Z,"48.815007,2.328318",Montrouge,NA
31025,Paul Signac - Aristide Briand,OUI,35,34,1,0,1,OUI,OUI,2020-05-29T10:34:07Z,"48.8695026216,2.4502260983",Montreuil,NA
13128,Quai de la Gare - Pont de Bercy,NON,0,0,0,0,0,NON,NON,2019-03-19T13:49:19Z,"48.8373078797,2.37408612606",Paris,NA
19108,Gaston Tessier - Rosa Parks RER,OUI,37,16,20,10,10,OUI,OUI,2020-05-29T10:36:41Z,"48.8963765,2.3743692",Paris,NA
4002,Marché aux fleurs,OUI,23,0,23,19,4,OUI,OUI,2020-05-29T10:43:17Z,"48.8552581154,2.34737545252",Paris,NA
21217,Louis Rolland - République,OUI,26,20,6,0,6,OUI,OUI,2020-05-29T10:41:58Z,"48.8171088974,2.3193106435",Montrouge,NA
47001,Place de la Gare,OUI,46,29,18,17,1,OUI,OUI,2020-05-29T10:39:14Z,"48.8025335801,2.42750376463",Maisons-Alfort,NA
21303,Jean Monnet - Iles,OUI,32,25,7,6,1,OUI,OUI,2020-05-29T10:34:57Z,"48.8233939841,2.24970731949",Issy-les-Moulineaux,NA
12037,Reuilly - Daumesnil,OUI,36,32,4,4,0,OUI,OUI,2020-05-29T10:43:01Z,"48.8395385,2.3972516",Paris,NA
18034,Leibniz - Jean Dollfus,OUI,32,32,0,0,0,OUI,OUI,2020-05-29T10:42:53Z,"48.8963283485,2.33339042383",Paris,NA
9037,Parme - Clichy,OUI,24,22,2,1,1,OUI,OUI,2020-05-29T10:41:47Z,"48.8812664242,2.32819709345",Paris,NA
3010,Beaubourg - Michel-le-Comte,OUI,21,12,9,7,2,OUI,OUI,2020-05-29T10:41:45Z,"48.8625349418,2.35431030393",Paris,NA
8028,Arsène Houssaye - Champs-Elysées,OUI,29,18,10,7,3,OUI,OUI,2020-05-29T10:40:04Z,"48.8734092763,2.29779046029",Paris,NA
12002,Lacuée - Lyon,OUI,16,0,16,13,3,OUI,OUI,2020-05-29T10:42:28Z,"48.849268482,2.3704585433",Paris,NA
20029,Frères Flavien - Porte des Lilas,OUI,23,21,2,0,2,OUI,OUI,2020-05-29T10:34:48Z,"48.8780992764,2.41104629853",Paris,NA
12020,Cours de Vincennes - Soult,OUI,45,40,4,0,4,OUI,OUI,2020-05-29T10:38:06Z,"48.8469187616,2.4105220288",Paris,NA
12163,Hippodrome Paris-Vincennes,OUI,42,14,28,26,2,OUI,OUI,2020-05-29T10:43:34Z,"48.8212885412,2.45308431645",Paris,NA
42704,Mairie du Kremlin-Bicêtre,OUI,25,10,16,5,11,OUI,OUI,2020-05-29T10:43:21Z,"48.8119198154,2.35701899976",Le Kremlin-Bicêtre,NA
1012,Jean-Jacques Rousseau - Deux Ecus,OUI,22,0,21,14,7,OUI,OUI,2020-05-29T10:43:01Z,"48.8629780597,2.34146352857",Paris,NA
2009,Filles Saint-Thomas - Place de la Bourse,OUI,58,12,45,23,22,OUI,OUI,2020-05-29T10:41:12Z,"48.8688998909,2.33975438452",Paris,NA
9039,Chaussée d'Antin - Haussmann,OUI,28,6,20,7,13,OUI,OUI,2020-05-29T10:42:00Z,"48.87243,2.33359",Paris,NA
42028,Verdun - Carnot,OUI,28,14,14,2,12,OUI,OUI,2020-05-29T10:41:11Z,"48.8084393761,2.37379521132",Ivry-sur-Seine,NA
48012,Stalingrad - Henri Luisette,OUI,26,20,6,3,3,OUI,OUI,2020-05-29T10:43:30Z,"48.7836309246,2.36693594676",Villejuif,NA
13006,Duméril - Jeanne d'Arc,OUI,41,25,16,12,4,OUI,OUI,2020-05-29T10:42:44Z,"48.8381516081,2.35710844956",Paris,NA
14027,Gergovie - Alésia,OUI,36,32,4,1,3,OUI,OUI,2020-05-29T10:40:38Z,"48.8308871746,2.31888210121",Paris,NA
43007,Hôtel de Ville de Vincennes,OUI,27,22,5,4,1,OUI,OUI,2020-05-29T10:43:11Z,"48.8482760971,2.43989557028",Vincennes,NA
31105,Lavoisier - Missak Manouchian,OUI,18,4,14,3,11,OUI,OUI,2020-05-29T10:43:08Z,"48.862864689,2.49567646533",Rosny-sous-Bois,NA
20005,Reynaldo Hahn - Lagny,OUI,19,10,9,5,4,OUI,OUI,2020-05-29T10:40:24Z,"48.8492660436,2.41233032884",Paris,NA
15114,Pasteur - Cotentin,OUI,33,27,5,0,5,OUI,OUI,2020-05-29T10:37:17Z,"48.8389284,2.316356",Paris,NA
16033,Marché d'Auteuil,OUI,32,10,21,16,5,OUI,OUI,2020-05-29T10:43:23Z,"48.8484276137,2.26525382116",Paris,NA
15113,Arsonval - Falguière,OUI,25,19,6,3,3,OUI,OUI,2020-05-29T10:36:50Z,"48.8404004037,2.3131178673",Paris,NA
